ts,run_id,mode,event_type,role,doc_id,fingerprint,ttft_s,total_s,n_output_tokens,cache_hit,prompt_chars,message,extra_json
1778975018.809126,phase2_demo,after,task_completed,Analyst,discovery,b9cd08817a96e003ce8d607b0fae61c83069d505d6da8199c4cef4972644db3c,0.495641917019384,7.368055458995514,97,True,65270,,
1778975018.8091369,phase2_demo,after,decision,orchestrator,discovery,,,,,,,next agent 'Auditor' needs same doc 'discovery'; firing keep-resident warmup,"{""phase"": ""act"", ""current"": {""role"": ""Analyst"", ""doc_id"": ""discovery""}, ""next"": {""role"": ""Auditor"", ""doc_id"": ""discovery""}}"
1778975019.25825,phase2_demo,after,keep_resident_completed,orchestrator,discovery,b9cd08817a96e003ce8d607b0fae61c83069d505d6da8199c4cef4972644db3c,0.4485606249945704,0.44902341699344106,2,True,65108,warmup issued by orchestrator,
1778975019.258455,phase2_demo,after,decision,orchestrator,discovery,b9cd08817a96e003ce8d607b0fae61c83069d505d6da8199c4cef4972644db3c,,,,,,observed Auditor starting on discovery (fp=b9cd08817a),"{""phase"": ""observe"", ""cursor"": 2}"
1778975026.675266,phase2_demo,after,task_completed,Auditor,discovery,b9cd08817a96e003ce8d607b0fae61c83069d505d6da8199c4cef4972644db3c,0.5175599999784026,7.416741916997125,97,True,65325,,
1778975026.675297,phase2_demo,after,decision,orchestrator,discovery,,,,,,,no successor after Auditor; pipeline complete,"{""phase"": ""lookahead"", ""cursor"": 2}"
1778976727.283943,phase3_multidoc,after,decision,orchestrator,,,,,,,,loaded pipeline 'multi_doc_review': Screener -> Analyst -> Auditor,"{""pipeline"": ""multi_doc_review"", ""nodes"": [{""role"": ""Screener"", ""doc_id"": ""discovery""}, {""role"": ""Analyst"", ""doc_id"": ""merger""}, {""role"": ""Auditor"", ""doc_id"": ""discovery_v3""}]}"
1778976727.323384,phase3_multidoc,after,decision,orchestrator,discovery,b9cd08817a96e003ce8d607b0fae61c83069d505d6da8199c4cef4972644db3c,,,,,,observed Screener starting on discovery (fp=b9cd08817a),"{""phase"": ""observe"", ""cursor"": 0}"
1778976735.033685,phase3_multidoc,after,task_completed,Screener,discovery,b9cd08817a96e003ce8d607b0fae61c83069d505d6da8199c4cef4972644db3c,0.5248594589938875,7.7101332919846755,97,True,65229,,
1778976735.033789,phase3_multidoc,after,decision,orchestrator,merger,,,,,,,next agent 'Analyst' needs doc 'merger'; firing keep-resident warmup for that doc,"{""phase"": ""act"", ""current"": {""role"": ""Screener"", ""doc_id"": ""discovery""}, ""next"": {""role"": ""Analyst"", ""doc_id"": ""merger""}}"
1778976770.564332,phase3_multidoc,after,keep_resident_completed,orchestrator,merger,85b38e2125e06989a4ea143b3ace13fad48a84664cbe7f5b2b31ce18b89bb368,35.475286041997606,35.475842208979884,2,False,58770,warmup issued by orchestrator,
1778976770.564851,phase3_multidoc,after,decision,orchestrator,merger,85b38e2125e06989a4ea143b3ace13fad48a84664cbe7f5b2b31ce18b89bb368,,,,,,observed Analyst starting on merger (fp=85b38e2125),"{""phase"": ""observe"", ""cursor"": 1}"
1778976778.387785,phase3_multidoc,after,task_completed,Analyst,merger,85b38e2125e06989a4ea143b3ace13fad48a84664cbe7f5b2b31ce18b89bb368,0.5441088330117054,7.822843542002374,97,True,58932,,
1778976778.387824,phase3_multidoc,after,decision,orchestrator,discovery_v3,,,,,,,next agent 'Auditor' needs doc 'discovery_v3'; firing keep-resident warmup for that doc,"{""phase"": ""act"", ""current"": {""role"": ""Analyst"", ""doc_id"": ""merger""}, ""next"": {""role"": ""Auditor"", ""doc_id"": ""discovery_v3""}}"
1778976778.4365592,phase3_multidoc,after,near_duplicate_detected,orchestrator,discovery_v3,,,,,,,"near-duplicate: 'discovery_v3' ≈ 'discovery' (hamming=1/64, similarity=0.984); prefix cache will MISS but the orchestrator pre-warms it anyway","{""phase"": ""act"", ""candidate_doc_id"": ""discovery_v3"", ""matched_doc_id"": ""discovery"", ""hamming"": 1, ""similarity"": 0.984375, ""threshold"": 10}"
1778976814.714922,phase3_multidoc,after,keep_resident_completed,orchestrator,discovery_v3,f8dba46d06815ea61b00ca4d3b294a06f9186d3ac21a9e4cbca7db78eadca871,36.27732508300687,36.27783033301239,2,False,65573,warmup issued by orchestrator,
1778976814.715148,phase3_multidoc,after,eviction,orchestrator,discovery,b9cd08817a96e003ce8d607b0fae61c83069d505d6da8199c4cef4972644db3c,,,,,,hot-set evicted: discovery (fp=b9cd0881) under LRU cap (2),"{""phase"": ""adapt"", ""evicted_doc_id"": ""discovery"", ""evicted_fingerprint"": ""b9cd08817a96e003ce8d607b0fae61c83069d505d6da8199c4cef4972644db3c"", ""hot_capacity"": 2}"
1778976814.715154,phase3_multidoc,after,decision,orchestrator,discovery,b9cd08817a96e003ce8d607b0fae61c83069d505d6da8199c4cef4972644db3c,,,,,,evicted hot entry discovery (fp=b9cd0881) under LRU cap (2),"{""phase"": ""adapt"", ""evicted"": true}"
1778976814.7154508,phase3_multidoc,after,decision,orchestrator,discovery_v3,f8dba46d06815ea61b00ca4d3b294a06f9186d3ac21a9e4cbca7db78eadca871,,,,,,observed Auditor starting on discovery_v3 (fp=f8dba46d06),"{""phase"": ""observe"", ""cursor"": 2}"
1778976822.514878,phase3_multidoc,after,task_completed,Auditor,discovery_v3,f8dba46d06815ea61b00ca4d3b294a06f9186d3ac21a9e4cbca7db78eadca871,0.5603236659953836,7.79934958301601,97,True,65790,,
1778976822.514891,phase3_multidoc,after,decision,orchestrator,discovery_v3,,,,,,,no successor after Auditor; pipeline complete,"{""phase"": ""lookahead"", ""cursor"": 2}"
1778977559.7969,phase3_multidoc_both,before,decision,orchestrator,,,,,,,,loaded pipeline 'multi_doc_review': Screener -> Analyst -> Auditor,"{""pipeline"": ""multi_doc_review"", ""nodes"": [{""role"": ""Screener"", ""doc_id"": ""discovery""}, {""role"": ""Analyst"", ""doc_id"": ""merger""}, {""role"": ""Auditor"", ""doc_id"": ""discovery_v3""}]}"
1778977559.838749,phase3_multidoc_both,before,decision,orchestrator,discovery,bf82e3f24d2c3d65e6ff844cdc2541236e782e55e7f4693671af18103cdb4322,,,,,,observed Screener starting on discovery (fp=bf82e3f24d),"{""phase"": ""observe"", ""cursor"": 0}"
1778977600.4209752,phase3_multidoc_both,before,task_completed,Screener,discovery,bf82e3f24d2c3d65e6ff844cdc2541236e782e55e7f4693671af18103cdb4322,33.41466391700669,40.581623417005176,97,False,65274,,
1778977600.421215,phase3_multidoc_both,before,decision,orchestrator,merger,,,,,,,next agent 'Analyst' needs doc 'merger'; firing keep-resident warmup for that doc,"{""phase"": ""act"", ""current"": {""role"": ""Screener"", ""doc_id"": ""discovery""}, ""next"": {""role"": ""Analyst"", ""doc_id"": ""merger""}}"
1778977637.579778,phase3_multidoc_both,before,keep_resident_completed,orchestrator,merger,4116e3d6f157700ce30a8022489709a97a2b186c95f6b63d23e4dddea9a86d7b,37.10482187499292,37.10535266698571,2,False,58815,warmup issued by orchestrator,
1778977637.580502,phase3_multidoc_both,before,eviction,orchestrator,discovery,bf82e3f24d2c3d65e6ff844cdc2541236e782e55e7f4693671af18103cdb4322,,,,,,hot-set evicted: discovery (fp=bf82e3f2) under LRU cap (2),"{""phase"": ""adapt"", ""evicted_doc_id"": ""discovery"", ""evicted_fingerprint"": ""bf82e3f24d2c3d65e6ff844cdc2541236e782e55e7f4693671af18103cdb4322"", ""hot_capacity"": 2}"
1778977637.580509,phase3_multidoc_both,before,decision,orchestrator,discovery,bf82e3f24d2c3d65e6ff844cdc2541236e782e55e7f4693671af18103cdb4322,,,,,,evicted hot entry discovery (fp=bf82e3f2) under LRU cap (2),"{""phase"": ""adapt"", ""evicted"": true}"
1778977637.580523,phase3_multidoc_both,before,decision,orchestrator,merger,01a0aedfba739857fe06ebe459bf1bcc6866cda536fc799d391f42cb6b779c08,,,,,,observed Analyst starting on merger (fp=01a0aedfba),"{""phase"": ""observe"", ""cursor"": 1}"
1778977682.817866,phase3_multidoc_both,before,task_completed,Analyst,merger,01a0aedfba739857fe06ebe459bf1bcc6866cda536fc799d391f42cb6b779c08,37.99796200002311,45.23688433400821,97,False,58977,,
1778977682.817962,phase3_multidoc_both,before,decision,orchestrator,discovery_v3,,,,,,,next agent 'Auditor' needs doc 'discovery_v3'; firing keep-resident warmup for that doc,"{""phase"": ""act"", ""current"": {""role"": ""Analyst"", ""doc_id"": ""merger""}, ""next"": {""role"": ""Auditor"", ""doc_id"": ""discovery_v3""}}"
1778977719.85817,phase3_multidoc_both,before,keep_resident_completed,orchestrator,discovery_v3,7d4abf9e3f06170501f72bbefc86ebed8d8b8649dbbf5deb201ee7f857cb6b84,37.00242004197207,37.003470999974525,2,False,65618,warmup issued by orchestrator,
1778977719.858467,phase3_multidoc_both,before,eviction,orchestrator,merger,4116e3d6f157700ce30a8022489709a97a2b186c95f6b63d23e4dddea9a86d7b,,,,,,hot-set evicted: merger (fp=4116e3d6) under LRU cap (2),"{""phase"": ""adapt"", ""evicted_doc_id"": ""merger"", ""evicted_fingerprint"": ""4116e3d6f157700ce30a8022489709a97a2b186c95f6b63d23e4dddea9a86d7b"", ""hot_capacity"": 2}"
1778977719.858473,phase3_multidoc_both,before,decision,orchestrator,merger,4116e3d6f157700ce30a8022489709a97a2b186c95f6b63d23e4dddea9a86d7b,,,,,,evicted hot entry merger (fp=4116e3d6) under LRU cap (2),"{""phase"": ""adapt"", ""evicted"": true}"
1778977719.859492,phase3_multidoc_both,before,eviction,orchestrator,merger,01a0aedfba739857fe06ebe459bf1bcc6866cda536fc799d391f42cb6b779c08,,,,,,hot-set evicted: merger (fp=01a0aedf) under LRU cap (2),"{""phase"": ""adapt"", ""evicted_doc_id"": ""merger"", ""evicted_fingerprint"": ""01a0aedfba739857fe06ebe459bf1bcc6866cda536fc799d391f42cb6b779c08"", ""hot_capacity"": 2}"
1778977719.8594959,phase3_multidoc_both,before,decision,orchestrator,merger,01a0aedfba739857fe06ebe459bf1bcc6866cda536fc799d391f42cb6b779c08,,,,,,evicted hot entry merger (fp=01a0aedf) under LRU cap (2),"{""phase"": ""adapt"", ""evicted"": true}"
1778977719.8595042,phase3_multidoc_both,before,decision,orchestrator,discovery_v3,24d00999cd1ed8d40a4beb8febc03df21562f705666fcae84c5fea221161c211,,,,,,observed Auditor starting on discovery_v3 (fp=24d00999cd),"{""phase"": ""observe"", ""cursor"": 2}"
1778977763.983804,phase3_multidoc_both,before,task_completed,Auditor,discovery_v3,24d00999cd1ed8d40a4beb8febc03df21562f705666fcae84c5fea221161c211,37.078900749998866,44.123823541012825,96,False,65835,,
1778977763.983925,phase3_multidoc_both,before,decision,orchestrator,discovery_v3,,,,,,,no successor after Auditor; pipeline complete,"{""phase"": ""lookahead"", ""cursor"": 2}"
1778977763.984014,phase3_multidoc_both,after,decision,orchestrator,,,,,,,,loaded pipeline 'multi_doc_review': Screener -> Analyst -> Auditor,"{""pipeline"": ""multi_doc_review"", ""nodes"": [{""role"": ""Screener"", ""doc_id"": ""discovery""}, {""role"": ""Analyst"", ""doc_id"": ""merger""}, {""role"": ""Auditor"", ""doc_id"": ""discovery_v3""}]}"
1778977763.984237,phase3_multidoc_both,after,decision,orchestrator,discovery,b9cd08817a96e003ce8d607b0fae61c83069d505d6da8199c4cef4972644db3c,,,,,,observed Screener starting on discovery (fp=b9cd08817a),"{""phase"": ""observe"", ""cursor"": 0}"
1778977806.708271,phase3_multidoc_both,after,task_completed,Screener,discovery,b9cd08817a96e003ce8d607b0fae61c83069d505d6da8199c4cef4972644db3c,35.38980808400083,42.72358587497729,97,False,65229,,
1778977806.7084212,phase3_multidoc_both,after,decision,orchestrator,merger,,,,,,,next agent 'Analyst' needs doc 'merger'; firing keep-resident warmup for that doc,"{""phase"": ""act"", ""current"": {""role"": ""Screener"", ""doc_id"": ""discovery""}, ""next"": {""role"": ""Analyst"", ""doc_id"": ""merger""}}"
1778977844.6321821,phase3_multidoc_both,after,keep_resident_completed,orchestrator,merger,85b38e2125e06989a4ea143b3ace13fad48a84664cbe7f5b2b31ce18b89bb368,37.92252062499756,37.92312491699704,2,False,58770,warmup issued by orchestrator,
1778977844.632596,phase3_multidoc_both,after,decision,orchestrator,merger,85b38e2125e06989a4ea143b3ace13fad48a84664cbe7f5b2b31ce18b89bb368,,,,,,observed Analyst starting on merger (fp=85b38e2125),"{""phase"": ""observe"", ""cursor"": 1}"
1778977852.633994,phase3_multidoc_both,after,task_completed,Analyst,merger,85b38e2125e06989a4ea143b3ace13fad48a84664cbe7f5b2b31ce18b89bb368,0.566711541992845,8.001321082992945,97,True,58932,,
1778977852.634012,phase3_multidoc_both,after,decision,orchestrator,discovery_v3,,,,,,,next agent 'Auditor' needs doc 'discovery_v3'; firing keep-resident warmup for that doc,"{""phase"": ""act"", ""current"": {""role"": ""Analyst"", ""doc_id"": ""merger""}, ""next"": {""role"": ""Auditor"", ""doc_id"": ""discovery_v3""}}"
1778977852.634048,phase3_multidoc_both,after,near_duplicate_detected,orchestrator,discovery_v3,,,,,,,"near-duplicate: 'discovery_v3' ≈ 'discovery' (hamming=1/64, similarity=0.984); prefix cache will MISS but the orchestrator pre-warms it anyway","{""phase"": ""act"", ""candidate_doc_id"": ""discovery_v3"", ""matched_doc_id"": ""discovery"", ""hamming"": 1, ""similarity"": 0.984375, ""threshold"": 10}"
1778977889.467047,phase3_multidoc_both,after,keep_resident_completed,orchestrator,discovery_v3,f8dba46d06815ea61b00ca4d3b294a06f9186d3ac21a9e4cbca7db78eadca871,36.831753625010606,36.8325057500042,2,False,65573,warmup issued by orchestrator,
1778977889.4672918,phase3_multidoc_both,after,eviction,orchestrator,discovery,b9cd08817a96e003ce8d607b0fae61c83069d505d6da8199c4cef4972644db3c,,,,,,hot-set evicted: discovery (fp=b9cd0881) under LRU cap (2),"{""phase"": ""adapt"", ""evicted_doc_id"": ""discovery"", ""evicted_fingerprint"": ""b9cd08817a96e003ce8d607b0fae61c83069d505d6da8199c4cef4972644db3c"", ""hot_capacity"": 2}"
1778977889.467296,phase3_multidoc_both,after,decision,orchestrator,discovery,b9cd08817a96e003ce8d607b0fae61c83069d505d6da8199c4cef4972644db3c,,,,,,evicted hot entry discovery (fp=b9cd0881) under LRU cap (2),"{""phase"": ""adapt"", ""evicted"": true}"
1778977889.467533,phase3_multidoc_both,after,decision,orchestrator,discovery_v3,f8dba46d06815ea61b00ca4d3b294a06f9186d3ac21a9e4cbca7db78eadca871,,,,,,observed Auditor starting on discovery_v3 (fp=f8dba46d06),"{""phase"": ""observe"", ""cursor"": 2}"
1778977897.401759,phase3_multidoc_both,after,task_completed,Auditor,discovery_v3,f8dba46d06815ea61b00ca4d3b294a06f9186d3ac21a9e4cbca7db78eadca871,0.5501763329957612,7.934145792009076,97,True,65790,,
1778977897.4017742,phase3_multidoc_both,after,decision,orchestrator,discovery_v3,,,,,,,no successor after Auditor; pipeline complete,"{""phase"": ""lookahead"", ""cursor"": 2}"
1778982489.100731,demo_smoke,after,decision,orchestrator,,,,,,,,loaded pipeline 'multi_doc_review': Screener -> Analyst -> Auditor,"{""pipeline"": ""multi_doc_review"", ""nodes"": [{""role"": ""Screener"", ""doc_id"": ""discovery""}, {""role"": ""Analyst"", ""doc_id"": ""merger""}, {""role"": ""Auditor"", ""doc_id"": ""discovery_v3""}]}"
1778982489.1382241,demo_smoke,after,decision,orchestrator,discovery,b9cd08817a96e003ce8d607b0fae61c83069d505d6da8199c4cef4972644db3c,,,,,,observed Screener starting on discovery (fp=b9cd08817a),"{""phase"": ""observe"", ""cursor"": 0}"
1778982525.625949,demo_smoke,after,task_completed,Screener,discovery,b9cd08817a96e003ce8d607b0fae61c83069d505d6da8199c4cef4972644db3c,33.00418108300073,36.487166540988255,49,False,65229,,
1778982525.626096,demo_smoke,after,decision,orchestrator,merger,,,,,,,next agent 'Analyst' needs doc 'merger'; firing keep-resident warmup for that doc,"{""phase"": ""act"", ""current"": {""role"": ""Screener"", ""doc_id"": ""discovery""}, ""next"": {""role"": ""Analyst"", ""doc_id"": ""merger""}}"
1778982563.109866,demo_smoke,after,keep_resident_completed,orchestrator,merger,85b38e2125e06989a4ea143b3ace13fad48a84664cbe7f5b2b31ce18b89bb368,37.42992583301384,37.43074345801142,2,False,58770,warmup issued by orchestrator,
1778982563.111249,demo_smoke,after,decision,orchestrator,merger,85b38e2125e06989a4ea143b3ace13fad48a84664cbe7f5b2b31ce18b89bb368,,,,,,observed Analyst starting on merger (fp=85b38e2125),"{""phase"": ""observe"", ""cursor"": 1}"
1778982567.2843368,demo_smoke,after,task_completed,Analyst,merger,85b38e2125e06989a4ea143b3ace13fad48a84664cbe7f5b2b31ce18b89bb368,0.6024655420042109,4.173027542012278,49,True,58932,,
1778982567.28437,demo_smoke,after,decision,orchestrator,discovery_v3,,,,,,,next agent 'Auditor' needs doc 'discovery_v3'; firing keep-resident warmup for that doc,"{""phase"": ""act"", ""current"": {""role"": ""Analyst"", ""doc_id"": ""merger""}, ""next"": {""role"": ""Auditor"", ""doc_id"": ""discovery_v3""}}"
1778982567.319834,demo_smoke,after,near_duplicate_detected,orchestrator,discovery_v3,,,,,,,"near-duplicate: 'discovery_v3' ≈ 'discovery' (hamming=1/64, similarity=0.984); prefix cache will MISS but the orchestrator pre-warms it anyway","{""phase"": ""act"", ""candidate_doc_id"": ""discovery_v3"", ""matched_doc_id"": ""discovery"", ""hamming"": 1, ""similarity"": 0.984375, ""threshold"": 10}"
1778982604.0505788,demo_smoke,after,keep_resident_completed,orchestrator,discovery_v3,f8dba46d06815ea61b00ca4d3b294a06f9186d3ac21a9e4cbca7db78eadca871,36.72948429200915,36.73004633298842,2,False,65573,warmup issued by orchestrator,
1778982604.0508611,demo_smoke,after,eviction,orchestrator,discovery,b9cd08817a96e003ce8d607b0fae61c83069d505d6da8199c4cef4972644db3c,,,,,,hot-set evicted: discovery (fp=b9cd0881) under LRU cap (2),"{""phase"": ""adapt"", ""evicted_doc_id"": ""discovery"", ""evicted_fingerprint"": ""b9cd08817a96e003ce8d607b0fae61c83069d505d6da8199c4cef4972644db3c"", ""hot_capacity"": 2}"
1778982604.050868,demo_smoke,after,decision,orchestrator,discovery,b9cd08817a96e003ce8d607b0fae61c83069d505d6da8199c4cef4972644db3c,,,,,,evicted hot entry discovery (fp=b9cd0881) under LRU cap (2),"{""phase"": ""adapt"", ""evicted"": true}"
1778982604.051403,demo_smoke,after,decision,orchestrator,discovery_v3,f8dba46d06815ea61b00ca4d3b294a06f9186d3ac21a9e4cbca7db78eadca871,,,,,,observed Auditor starting on discovery_v3 (fp=f8dba46d06),"{""phase"": ""observe"", ""cursor"": 2}"
1778982608.1794822,demo_smoke,after,task_completed,Auditor,discovery_v3,f8dba46d06815ea61b00ca4d3b294a06f9186d3ac21a9e4cbca7db78eadca871,0.5799294169992208,4.1280157919973135,49,True,65790,,
1778982608.1794949,demo_smoke,after,decision,orchestrator,discovery_v3,,,,,,,no successor after Auditor; pipeline complete,"{""phase"": ""lookahead"", ""cursor"": 2}"
1778982876.1461399,demo_full,before,task_completed,Screener,discovery,00ee9dcb35fd2a0e02d9b65ce2b4c1c8cb2ea5112d582d1f8f43b4001b331283,33.545297083008336,37.03555950001464,49,False,65274,,
1778982915.1674151,demo_full,before,task_completed,Analyst,discovery,08d5e4bd60ef22be40f3ed2588123e27214ab72cb38843a358758a7a33a4f3b7,35.53435866700602,39.02004908298841,49,False,65315,,
1778982954.265443,demo_full,before,task_completed,Auditor,discovery,82af2d530e662d26f7660759735ec8c3c9b611e768a0918047a74a1555efa6c1,35.60851700001513,39.0967058330134,49,False,65370,,
1778982993.714227,demo_full,after,task_completed,Screener,discovery,b9cd08817a96e003ce8d607b0fae61c83069d505d6da8199c4cef4972644db3c,35.64053137501469,39.44751612501568,49,False,65229,,
1778982998.035796,demo_full,after,task_completed,Analyst,discovery,b9cd08817a96e003ce8d607b0fae61c83069d505d6da8199c4cef4972644db3c,0.5876509579829872,4.320899040991208,49,True,65270,,
1778983002.3046012,demo_full,after,task_completed,Auditor,discovery,b9cd08817a96e003ce8d607b0fae61c83069d505d6da8199c4cef4972644db3c,0.5329947500140406,4.2685138750239275,49,True,65325,,
1778983002.3047822,demo_full,after,decision,orchestrator,,,,,,,,loaded pipeline 'multi_doc_review': Screener -> Analyst -> Auditor,"{""pipeline"": ""multi_doc_review"", ""nodes"": [{""role"": ""Screener"", ""doc_id"": ""discovery""}, {""role"": ""Analyst"", ""doc_id"": ""merger""}, {""role"": ""Auditor"", ""doc_id"": ""discovery_v3""}]}"
1778983002.341773,demo_full,after,decision,orchestrator,discovery,b9cd08817a96e003ce8d607b0fae61c83069d505d6da8199c4cef4972644db3c,,,,,,observed Screener starting on discovery (fp=b9cd08817a),"{""phase"": ""observe"", ""cursor"": 0}"
1778983006.5313878,demo_full,after,task_completed,Screener,discovery,b9cd08817a96e003ce8d607b0fae61c83069d505d6da8199c4cef4972644db3c,0.43991458299569786,4.189555666001979,49,True,65229,,
1778983006.531428,demo_full,after,decision,orchestrator,merger,,,,,,,next agent 'Analyst' needs doc 'merger'; firing keep-resident warmup for that doc,"{""phase"": ""act"", ""current"": {""role"": ""Screener"", ""doc_id"": ""discovery""}, ""next"": {""role"": ""Analyst"", ""doc_id"": ""merger""}}"
1778983044.805752,demo_full,after,keep_resident_completed,orchestrator,merger,85b38e2125e06989a4ea143b3ace13fad48a84664cbe7f5b2b31ce18b89bb368,38.23738725000294,38.23786566601484,2,False,58770,warmup issued by orchestrator,
1778983044.806468,demo_full,after,decision,orchestrator,merger,85b38e2125e06989a4ea143b3ace13fad48a84664cbe7f5b2b31ce18b89bb368,,,,,,observed Analyst starting on merger (fp=85b38e2125),"{""phase"": ""observe"", ""cursor"": 1}"
1778983048.9665039,demo_full,after,task_completed,Analyst,merger,85b38e2125e06989a4ea143b3ace13fad48a84664cbe7f5b2b31ce18b89bb368,0.556631915998878,4.159977958013769,49,True,58932,,
1778983048.966547,demo_full,after,decision,orchestrator,discovery_v3,,,,,,,next agent 'Auditor' needs doc 'discovery_v3'; firing keep-resident warmup for that doc,"{""phase"": ""act"", ""current"": {""role"": ""Analyst"", ""doc_id"": ""merger""}, ""next"": {""role"": ""Auditor"", ""doc_id"": ""discovery_v3""}}"
1778983049.0082738,demo_full,after,near_duplicate_detected,orchestrator,discovery_v3,,,,,,,"near-duplicate: 'discovery_v3' ≈ 'discovery' (hamming=1/64, similarity=0.984); prefix cache will MISS but the orchestrator pre-warms it anyway","{""phase"": ""act"", ""candidate_doc_id"": ""discovery_v3"", ""matched_doc_id"": ""discovery"", ""hamming"": 1, ""similarity"": 0.984375, ""threshold"": 10}"
